LIST OF STRUCTURAL ATTRIBUTES (SA) AND THEIR CORRELATION WEIGHTS


The total number of SMILES: in active training set NsmsA=  36  in passive training set NsmsP=  35  in calibratuion set NsmsC=  36 Nact=  0 NactSFk=  0

Hydrogen filled graph (HFG) is used in the model
SMILES is used  in the model
ID is number of SA in the completed list of SAs
N1 is the number of SMILES in active training set with SA
N2 is the number of SMILES in passive training set with SA
N3 is the number of SMILES in calibration set with SA

The number of SMILES in active training set is 36
The number of SMILES in passive training set is 35
The number of SMILES in calibration set is 36


 SAk        : CW(SAk)    :        ID  :        NA  :        NP  :        NC  : DEFECT[SAk]:  Active 
C...1...(...:     -0.2803:          91:           9:           4:           6:      0.0143:  TRUE
C...1.......:      0.1806:          92:           9:           6:           8:      0.0068:  TRUE
C...1...C...:     -0.0136:          93:           2:           0:           1:      0.0370:  TRUE
C...2...(...:      1.2016:          94:           7:           5:           6:      0.0057:  TRUE
C...2.......:      0.6488:          95:          16:          14:          16:      0.0019:  TRUE
C...2...C...:      0.6743:          96:           2:           4:           5:      0.0152:  TRUE
C...3...(...:      1.0077:          97:           2:           5:           4:      0.0159:  TRUE
C...3.......:      0.2206:          98:           7:           8:           8:      0.0030:  TRUE
C...3...C...:         0.0:          99:           0:           4:           3:      1.0000:  FALSE
C...4.......:         0.0:         100:           0:           0:           1:      1.0000:  FALSE
C...=.......:     -2.3935:         101:           2:           4:           3:      0.0131:  TRUE
C...=...C...:         0.0:         102:           0:           1:           0:      1.0000:  FALSE
C...C...#...:         0.0:         103:           1:           2:           2:      1.0000:  FALSE
C...C...(...:      0.4156:         104:          27:          26:          24:      0.0022:  TRUE
C...C.......:      0.1139:         105:          35:          35:          36:      0.0005:  TRUE
C...C...1...:      0.1858:         106:           9:           5:           7:      0.0102:  TRUE
C...C...2...:      0.0720:         107:          16:          13:          16:      0.0032:  TRUE
C...C...3...:      0.4582:         108:           2:           5:           5:      0.0146:  TRUE
C...C...C...:     -0.2402:         109:           9:           4:           6:      0.0143:  TRUE
C...N...(...:     -0.6663:         110:           5:           5:          10:      0.0139:  TRUE
C...N...C...:     -0.1993:         111:           3:           2:           2:      0.0079:  TRUE
C...O...(...:     -0.7088:         112:           6:           6:           8:      0.0056:  TRUE
C...O...1...:     -0.0888:         113:           2:           0:           0:      1.0000:  TRUE
C...O...C...:     -0.5670:         114:           6:           7:           5:      0.0068:  TRUE
C...S...(...:         0.0:         115:           0:           1:           0:      1.0000:  FALSE
C...c...1...:     -0.6299:         116:          22:          23:          19:      0.0040:  TRUE
C...c...2...:     -0.3085:         117:           6:           1:           3:      0.0276:  TRUE
C...c...3...:      0.2018:         118:          10:           9:          12:      0.0049:  TRUE
C...c...4...:         0.0:         119:           0:           0:           1:      1.0000:  FALSE
BOND00000000:      0.4898:         120:           4:           2:           6:      0.0183:  TRUE
BOND01000000:      0.0859:         121:          27:          25:          19:      0.0063:  TRUE
BOND01100000:         0.0:         122:           1:           1:           1:      1.0000:  FALSE
BOND10000000:         0.0:         123:           0:           1:           0:      1.0000:  FALSE
BOND11000000:     -0.3182:         124:           4:           5:           7:      0.0104:  TRUE
BOND11100000:         0.0:         125:           0:           1:           3:      1.0000:  FALSE
F...(.......:         0.0:         126:           1:           2:           4:      1.0000:  FALSE
F...........:         0.0:         127:           1:           4:           5:      1.0000:  FALSE
F...1.......:         0.0:         128:           0:           3:           0:      1.0000:  FALSE
F...c...1...:         0.0:         129:           0:           0:           1:      1.0000:  FALSE
EC0-C...2...:      0.3752:         130:          32:          32:          30:      0.0017:  TRUE
EC0-C...3...:     -0.5279:         131:          36:          35:          36:      0.0000:  TRUE
EC0-C...4...:      0.0451:         132:          36:          35:          36:      0.0000:  TRUE
EC0-F...1...:         0.0:         133:           1:           4:           5:      1.0000:  FALSE
EC0-H...1...:     -0.1666:         134:          36:          35:          36:      0.0000:  TRUE
EC0-Br..1...:         0.0:         135:           1:           2:           3:      1.0000:  FALSE
EC0-Cl..4...:      0.4707:         136:           9:           8:          12:      0.0072:  TRUE
EC0-N...1...:      0.2761:         137:           5:           8:           8:      0.0085:  TRUE
EC0-N...2...:      0.7464:         138:          36:          35:          36:      0.0000:  TRUE
EC0-N...3...:      0.0623:         139:          33:          33:          34:      0.0006:  TRUE
EC0-O...1...:      0.0712:         140:           4:           6:          10:      0.0167:  TRUE
EC0-O...2...:     -0.0599:         141:          30:          30:          31:      0.0006:  TRUE
EC0-S...2...:      0.5135:         142:          15:          21:          15:      0.0072:  TRUE
EC0-S...4...:         0.0:         143:           0:           0:           1:      1.0000:  FALSE
Br..(.......:         0.0:         144:           1:           2:           3:      1.0000:  FALSE
Br..........:         0.0:         145:           1:           2:           3:      1.0000:  FALSE
Cl..(.......:      0.6221:         146:           9:           5:           9:      0.0093:  TRUE
Cl..........:     -0.0544:         147:           9:           8:          12:      0.0072:  TRUE
Cl..c...1...:         0.0:         148:           0:           3:           3:      1.0000:  FALSE
HALO00000000:      0.3547:         149:          25:          21:          19:      0.0051:  TRUE
HALO00100000:         0.0:         150:           1:           2:           1:      1.0000:  FALSE
HALO01000000:      0.9723:         151:           9:           8:          10:      0.0036:  TRUE
HALO01100000:         0.0:         152:           0:           0:           1:      1.0000:  FALSE
HALO10000000:         0.0:         153:           1:           4:           3:      1.0000:  FALSE
HALO10100000:         0.0:         154:           0:           0:           1:      1.0000:  FALSE
HALO11000000:         0.0:         155:           0:           0:           1:      1.0000:  FALSE
N...#.......:     -0.0454:         156:           5:           8:           8:      0.0085:  TRUE
N...#...C...:     -0.2349:         157:           5:           8:           8:      0.0085:  TRUE
N...(.......:     -0.2175:         158:          33:          33:          34:      0.0006:  TRUE
N...(...C...:      0.7747:         159:           7:           6:           9:      0.0071:  TRUE
N...........:      0.2458:         160:          33:          33:          34:      0.0006:  TRUE
N...1.......:      0.7290:         161:           3:           4:           4:      0.0056:  TRUE
N...1...C...:      1.5967:         162:           2:           4:           3:      0.0131:  TRUE
N...2.......:      0.2055:         163:          15:          10:          14:      0.0067:  TRUE
N...2...C...:      0.6561:         164:          15:          10:          13:      0.0069:  TRUE
N...3.......:      0.4698:         165:           2:           1:           2:      0.0108:  TRUE
N...3...C...:     -1.0777:         166:           2:           1:           2:      0.0108:  TRUE
N...C...(...:         0.0:         167:           1:           0:           3:      1.0000:  FALSE
N...C.......:     -0.4932:         168:           9:           7:          13:      0.0111:  TRUE
N...C...1...:         0.0:         169:           0:           0:           1:      1.0000:  FALSE
N...C...2...:         0.0:         170:           1:           0:           1:      1.0000:  FALSE
N...C...3...:     -2.9310:         171:           3:           6:           4:      0.0136:  TRUE
N...C...C...:     -0.1666:         172:           5:           2:           5:      0.0136:  TRUE
N...O...(...:         0.0:         173:           0:           0:           1:      1.0000:  FALSE
N...c...1...:     -0.3197:         174:          10:           6:           9:      0.0085:  TRUE
N...c...2...:      0.3499:         175:           8:          11:          10:      0.0063:  TRUE
N...c...3...:         0.0:         176:           0:           1:           1:      1.0000:  FALSE
O...(...(...:      1.0188:         177:          18:          22:          19:      0.0044:  TRUE
O...(.......:      0.3209:         178:          24:          29:          28:      0.0040:  TRUE
O...(...1...:      1.3000:         179:           2:           3:           1:      0.0193:  TRUE
O...(...C...:     -0.2130:         180:          18:          23:          20:      0.0052:  TRUE
O...(...N...:         0.0:         181:           1:           3:           5:      1.0000:  FALSE
O...(...O...:         0.0:         182:           1:           0:           1:      1.0000:  FALSE
O...........:      0.0334:         183:          30:          30:          31:      0.0006:  TRUE
O...1.......:      0.3809:         184:           2:           0:           0:      1.0000:  TRUE
O...=...(...:     -0.3851:         185:           2:           3:           7:      0.0231:  TRUE
O...=.......:     -0.0154:         186:           4:           6:          10:      0.0167:  TRUE
O...=...C...:     -0.2918:         187:           2:           3:           3:      0.0075:  TRUE
O...C...(...:      1.9241:         188:           5:           3:           5:      0.0082:  TRUE
O...C.......:      0.2135:         189:          18:          11:          13:      0.0088:  TRUE
O...C...1...:      0.0589:         190:           5:           1:           3:      0.0245:  TRUE
O...C...2...:         0.0:         191:           1:           1:           0:      1.0000:  FALSE
O...C...3...:         0.0:         192:           1:           4:           4:      1.0000:  FALSE
O...C...4...:         0.0:         193:           0:           0:           1:      1.0000:  FALSE
O...C...C...:      0.6030:         194:           6:           7:           5:      0.0068:  TRUE
O...N.......:         0.0:         195:           0:           0:           1:      1.0000:  FALSE
O...N...C...:         0.0:         196:           0:           0:           1:      1.0000:  FALSE
O...c...1...:         0.0:         197:           0:           1:           0:      1.0000:  FALSE
NOSP01000000:      1.4841:         198:           3:           2:           2:      0.0079:  TRUE
NOSP10000000:      1.5587:         199:           6:           4:           5:      0.0070:  TRUE
NOSP10100000:         0.0:         200:           0:           1:           0:      1.0000:  FALSE
NOSP11000000:     -0.2750:         201:          27:          28:          28:      0.0012:  TRUE
NOSP11100000:         0.0:         202:           0:           0:           1:      1.0000:  FALSE
S...(.......:         0.0:         203:           0:           1:           1:      1.0000:  FALSE
S...(...=...:         0.0:         204:           0:           0:           1:      1.0000:  FALSE
S...(...N...:         0.0:         205:           0:           0:           1:      1.0000:  FALSE
S...........:         0.0:         206:           0:           1:           1:      1.0000:  FALSE
S...C...(...:         0.0:         207:           0:           1:           0:      1.0000:  FALSE
S...C.......:         0.0:         208:           0:           1:           0:      1.0000:  FALSE
[C@@H]......:         0.0:         209:           1:           0:           2:      1.0000:  FALSE
[C@@].......:         0.0:         210:           0:           0:           1:      1.0000:  FALSE
[C@H].......:         0.0:         211:           0:           1:           1:      1.0000:  FALSE
[C@]........:         0.0:         212:           0:           1:           0:      1.0000:  FALSE
[nH]........:      0.2101:         213:          18:          13:          15:      0.0056:  TRUE
c...(...(...:     -0.4705:         214:          15:          20:          15:      0.0062:  TRUE
c...(.......:      1.2707:         215:          36:          35:          36:      0.0000:  TRUE
c...(...1...:         0.0:         216:           0:           0:           1:      1.0000:  FALSE
c...(...2...:     -0.2315:         217:          11:           8:           8:      0.0062:  TRUE
c...(...3...:      2.1711:         218:          19:          24:          24:      0.0047:  TRUE
c...(...4...:      0.7158:         219:           5:           0:           2:      0.0397:  TRUE
c...(...C...:     -0.0488:         220:          12:          17:          17:      0.0066:  TRUE
c...(...F...:         0.0:         221:           1:           2:           4:      1.0000:  FALSE
c...(...Br..:         0.0:         222:           1:           2:           3:      1.0000:  FALSE
c...(...Cl..:      0.2857:         223:           9:           5:           9:      0.0093:  TRUE
c...(...N...:      0.1207:         224:          33:          32:          34:      0.0006:  TRUE
c...(...O...:     -1.2166:         225:           6:           3:           5:      0.0116:  TRUE
c...(...S...:         0.0:         226:           0:           1:           0:      1.0000:  FALSE
c...(...c...:      0.6075:         227:          18:          13:          15:      0.0056:  TRUE
c...........:     -0.1042:         228:          36:          35:          36:      0.0000:  TRUE
c.../.......:         0.0:         229:           0:           1:           0:      1.0000:  FALSE
c.../...C...:         0.0:         230:           0:           1:           0:      1.0000:  FALSE
c...1...(...:      1.2361:         231:           3:           5:           3:      0.0108:  TRUE
c...1.......:      0.2407:         232:          31:          34:          32:      0.0023:  TRUE
c...1...C...:         0.0:         233:           0:           1:           1:      1.0000:  FALSE
c...1...F...:         0.0:         234:           0:           3:           0:      1.0000:  FALSE
c...1...N...:         0.0:         235:           1:           1:           1:      1.0000:  FALSE
c...1...O...:     -0.1474:         236:           2:           0:           0:      1.0000:  TRUE
c...1...c...:      0.2840:         237:          20:          22:          21:      0.0023:  TRUE
c...2...(...:      1.2828:         238:           8:           8:           6:      0.0056:  TRUE
c...2.......:      0.6195:         239:          36:          35:          36:      0.0000:  TRUE
c...2...3...:      0.1381:         240:          11:          15:          11:      0.0066:  TRUE
c...2...N...:         0.0:         241:           0:           0:           1:      1.0000:  FALSE
c...2...c...:      0.6051:         242:          28:          22:          27:      0.0039:  TRUE
c...3...(...:      0.5000:         243:          14:          11:          15:      0.0051:  TRUE
c...3.......:     -0.1054:         244:          36:          34:          36:      0.0005:  TRUE
c...3...4...:      1.3592:         245:           3:           0:           2:      0.0333:  TRUE
c...3...C...:     -1.9311:         246:           5:           6:           6:      0.0038:  TRUE
c...3...c...:     -0.6549:         247:          34:          33:          34:      0.0000:  TRUE
c...4...(...:     -0.6898:         248:           2:           1:           1:      0.0139:  TRUE
c...4.......:      0.1294:         249:           5:           1:           4:      0.0221:  TRUE
c...4...C...:         0.0:         250:           0:           0:           1:      1.0000:  FALSE
c...4...c...:     -1.0143:         251:           5:           1:           4:      0.0221:  TRUE
c...C...#...:      0.2091:         252:          26:          24:          22:      0.0031:  TRUE
c...C.......:     -0.0725:         253:          36:          33:          35:      0.0011:  TRUE
c...C...C...:      0.3620:         254:          10:           9:          13:      0.0065:  TRUE
c...C...N...:         0.0:         255:           1:           0:           0:      1.0000:  FALSE
c...F.......:         0.0:         256:           0:           0:           1:      1.0000:  FALSE
c...Cl......:         0.0:         257:           0:           3:           3:      1.0000:  FALSE
c...N...(...:     -0.1084:         258:           7:          11:          10:      0.0086:  TRUE
c...N.......:      0.1301:         259:          17:          17:          20:      0.0031:  TRUE
c...N...1...:         0.0:         260:           1:           0:           1:      1.0000:  FALSE
c...N...2...:         0.0:         261:           0:           0:           1:      1.0000:  FALSE
c...N...C...:         0.0:         262:           1:           1:           0:      1.0000:  FALSE
c...O.......:         0.0:         263:           0:           1:           0:      1.0000:  FALSE
c...c...(...:     -0.1581:         264:          36:          35:          36:      0.0000:  TRUE
c...c.......:      0.2873:         265:          36:          35:          36:      0.0000:  TRUE
c...c...1...:     -0.1992:         266:          20:          19:          18:      0.0019:  TRUE
c...c...2...:      0.9038:         267:          27:          30:          28:      0.0025:  TRUE
c...c...3...:      0.1062:         268:          33:          29:          32:      0.0019:  TRUE
c...c...4...:     -0.2804:         269:           3:           1:           4:      0.0206:  TRUE
c...c...c...:      0.2019:         270:          27:          29:          27:      0.0019:  TRUE
c...n...(...:     -0.0858:         271:          21:          26:          23:      0.0046:  TRUE
c...n...1...:      1.1782:         272:          26:          29:          26:      0.0026:  TRUE
c...n...2...:      2.0579:         273:          13:           9:          12:      0.0061:  TRUE
c...n...3...:      0.0609:         274:           3:           2:           2:      0.0079:  TRUE
c...n...c...:      0.2267:         275:          18:          17:          16:      0.0022:  TRUE
c...s...1...:      0.1135:         276:          15:          18:          14:      0.0053:  TRUE
c...s...2...:         0.0:         277:           0:           1:           0:      1.0000:  FALSE
c...s...3...:         0.0:         278:           0:           1:           1:      1.0000:  FALSE
c...s...c...:         0.0:         279:           1:           0:           0:      1.0000:  FALSE
[xyx10].....:         0.0:         280:           0:           0:           1:      1.0000:  FALSE
[xyx2]......:      3.2514:         281:           3:           5:           4:      0.0099:  TRUE
[xyx3]......:      0.2872:         282:           6:           5:           7:      0.0057:  TRUE
[xyx4]......:      1.6295:         283:           6:           8:           5:      0.0094:  TRUE
[xyx5]......:     -0.7124:         284:           6:           3:           1:      0.0278:  TRUE
[xyx6]......:     -0.6694:         285:           7:           8:          11:      0.0085:  TRUE
[xyx7]......:      0.2768:         286:           7:           2:           3:      0.0229:  TRUE
[xyx8]......:         0.0:         287:           1:           3:           3:      1.0000:  FALSE
[xyx9]......:         0.0:         288:           0:           1:           1:      1.0000:  FALSE
[xyyx0].....:     -0.4705:         289:          34:          35:          33:      0.0016:  TRUE
[xyyx1].....:      1.6845:         290:           2:           0:           3:      0.0333:  TRUE
[xyzyx0]....:      0.7879:         291:          36:          33:          34:      0.0011:  TRUE
[xyzyx1]....:         0.0:         292:           0:           2:           1:      1.0000:  FALSE
[xyzyx2]....:         0.0:         293:           0:           0:           1:      1.0000:  FALSE
n...(.......:      0.1547:         294:          22:          26:          25:      0.0036:  TRUE
n...(...2...:         0.0:         295:           0:           3:           3:      1.0000:  FALSE
n...(...3...:      0.9298:         296:           6:           6:           6:      0.0005:  TRUE
n...(...4...:         0.0:         297:           0:           1:           1:      1.0000:  FALSE
n...(...C...:      0.1806:         298:           2:           2:           0:      1.0000:  TRUE
n...(...N...:     -0.0014:         299:          14:          16:          13:      0.0045:  TRUE
n...(...O...:         0.0:         300:           1:           3:           5:      1.0000:  FALSE
n...(...c...:      0.7556:         301:           8:          12:           8:      0.0086:  TRUE
n...........:      0.3602:         302:          36:          35:          36:      0.0000:  TRUE
n...1.......:      1.0245:         303:          26:          30:          26:      0.0033:  TRUE
n...1...c...:      0.3334:         304:          26:          30:          26:      0.0033:  TRUE
n...2...(...:      0.9817:         305:           7:           5:           7:      0.0054:  TRUE
n...2.......:     -0.1570:         306:          19:          20:          18:      0.0025:  TRUE
n...2...c...:      0.5258:         307:          12:          15:          12:      0.0049:  TRUE
n...3...(...:         0.0:         308:           0:           1:           1:      1.0000:  FALSE
n...3.......:     -0.6006:         309:           5:           2:           4:      0.0149:  TRUE
n...3...c...:      1.3083:         310:           5:           1:           3:      0.0245:  TRUE
n...c...(...:      0.6337:         311:          24:          26:          25:      0.0020:  TRUE
n...c.......:     -0.3100:         312:          36:          35:          36:      0.0000:  TRUE
n...c...1...:         0.0:         313:           1:           3:           4:      1.0000:  FALSE
n...c...2...:     -0.2621:         314:          13:          17:          11:      0.0088:  TRUE
n...c...3...:      0.0745:         315:          15:          15:          16:      0.0012:  TRUE
n...c...4...:      1.0664:         316:           5:           0:           2:      0.0397:  TRUE
n...c...c...:      0.2643:         317:          24:          25:          23:      0.0021:  TRUE
n...c...n...:      0.0044:         318:           7:           6:           7:      0.0023:  TRUE
n...o...c...:         0.0:         319:           0:           2:           0:      1.0000:  FALSE
o...........:         0.0:         320:           0:           2:           0:      1.0000:  FALSE
o...c...(...:         0.0:         321:           0:           2:           0:      1.0000:  FALSE
o...c.......:         0.0:         322:           0:           2:           0:      1.0000:  FALSE
o...n.......:         0.0:         323:           0:           2:           0:      1.0000:  FALSE
o...n...1...:         0.0:         324:           0:           2:           0:      1.0000:  FALSE
s...........:      0.1093:         325:          15:          20:          15:      0.0062:  TRUE
s...1...(...:      0.3314:         326:          15:          18:          14:      0.0053:  TRUE
s...1.......:     -0.0095:         327:          15:          18:          14:      0.0053:  TRUE
s...2...(...:         0.0:         328:           0:           1:           0:      1.0000:  FALSE
s...2.......:         0.0:         329:           0:           1:           0:      1.0000:  FALSE
s...3...(...:         0.0:         330:           0:           1:           1:      1.0000:  FALSE
s...3.......:         0.0:         331:           0:           1:           1:      1.0000:  FALSE
s...c.......:      0.4404:         332:          15:          20:          15:      0.0062:  TRUE
s...c...3...:         0.0:         333:           1:           0:           0:      1.0000:  FALSE
s...c...c...:     -0.1647:         334:          15:          20:          15:      0.0062:  TRUE
Threshold=1 Number of SMILES Attributes(SA)=334 Number of active SA=205

* List of attributes which are absent in invisible training set and not blocked:
   1 $00011000100
   2 3...4...(...
   3 3...n...(...
   4 4...3.......
   5 C...(...(...
   6 C...1...C...
   7 C...O...1...
   8 O...1.......
   9 c...(...4...
  10 c...1...O...
  11 c...3...4...
  12 [xyyx1].....
  13 n...c...4...

* List of attributes which are absent in calibration set and not blocked:
   1 1...C...(...
   2 C...O...1...
   3 O...1.......
   4 c...1...O...
   5 n...(...C...

* List of attributes which are absent in invisible training and calibration sets and not blocked:
   1 C...O...1...
   2 O...1.......
   3 c...1...O...
